Белок,Общие липиды (жиры),Углеводы,Энергия,Общие сахара,Пищевые волокна,"Натрий, Na"
16.8,11.5,,204.0,,4.4,327.0
19.6,6.25,0.0,125.0,,0.0,214.0
19.6,6.25,0.0,125.0,,0.0,214.0
16.4,12.7,1.82,182.0,,0.0,1090.0
16.1,12.5,1.79,179.0,,,1070.0
12.0,26.0,2.0,300.0,,0.0,880.0
3.2,1.6,28.8,144.0,,1.6,432.0
16.1,12.5,1.79,179.0,,,1070.0
11.5,27.4,1.77,301.0,,0.0,965.0
15.8,22.8,1.75,211.0,,0.0,614.0
5.6,2.4,7.2,72.0,,0.8,384.0
0.85,2.12,5.93,51.0,,0.0,839.0
12.7,10.6,24.7,242.0,,4.0,412.0
12.7,10.6,24.7,242.0,,4.0,412.0
14.7,30.0,0.59,335.0,,0.0,365.0
16.5,17.6,5.49,242.0,,1.1,824.0
6.35,0.79,22.2,119.0,,4.0,357.0
6.35,1.19,24.6,135.0,,4.8,198.0
7.72,12.6,32.3,271.0,,3.0,327.0
7.39,14.4,32.0,289.0,,2.1,327.0
7.66,12.6,32.0,270.0,,3.0,315.0
11.1,6.18,29.4,219.0,,5.7,279.0
11.0,6.11,29.0,216.0,,5.6,276.0
7.08,14.2,33.6,292.0,,1.8,345.0
7.96,12.4,29.2,257.0,,2.7,345.0
7.96,14.2,31.9,292.0,,1.8,327.0
,7.03,26.6,211.0,,2.3,
7.06,11.8,28.6,251.0,,2.4,271.0
7.04,14.1,33.1,296.0,,2.8,451.0
7.96,13.3,34.5,292.0,,3.5,487.0
7.96,14.2,31.9,292.0,,1.8,327.0
7.96,12.4,31.0,274.0,,1.8,292.0
7.05,11.9,28.2,247.0,,2.2,256.0
7.96,13.3,34.5,292.0,,3.5,487.0
7.96,14.2,32.7,292.0,,2.7,319.0
7.08,14.2,31.9,283.0,,1.8,327.0
7.96,14.2,34.5,292.0,,2.7,310.0
7.96,12.4,31.0,274.0,,1.8,292.0
7.96,12.4,29.2,257.0,,2.7,345.0
7.96,12.4,31.0,274.0,,1.8,292.0
6.8,5.6,8.8,116.0,,1.6,252.0
5.12,8.43,15.4,157.0,,2.7,310.0
9.03,7.27,12.3,152.0,,3.3,324.0
7.26,5.65,7.26,109.0,,1.2,347.0
7.08,10.6,40.7,292.0,,1.8,345.0
7.41,13.9,28.7,269.0,,2.8,343.0
7.96,15.9,33.6,310.0,,2.7,469.0
7.08,15.9,31.0,292.0,,2.7,389.0
7.96,14.2,31.0,283.0,,1.8,283.0
7.41,13.9,27.8,269.0,,2.8,278.0
7.08,15.9,31.0,292.0,,2.7,389.0
7.96,14.2,31.0,283.0,,1.8,283.0
9.41,14.1,23.5,259.0,,1.2,518.0
7.72,12.6,32.3,271.0,,3.0,327.0
7.77,8.83,26.2,187.0,,2.1,505.0
7.93,4.85,31.3,203.0,,2.2,546.0
7.93,4.85,31.3,203.0,,2.2,546.0
7.45,11.8,28.6,255.0,,2.4,255.0
7.96,14.2,32.7,292.0,,2.7,381.0
7.96,13.3,33.6,292.0,,2.7,487.0
7.08,14.2,33.6,292.0,,2.7,442.0
7.5,12.5,30.0,262.0,,3.8,250.0
7.66,12.6,32.0,270.0,,3.0,315.0
,,,,,,
7.08,14.2,32.7,292.0,,2.7,425.0
7.77,11.0,30.0,251.0,,2.5,339.0
7.96,14.2,32.7,292.0,,2.7,381.0
7.08,14.2,33.6,292.0,,1.8,407.0
7.96,14.2,34.5,292.0,,2.7,434.0
7.89,14.9,35.1,228.0,,2.6,263.0
35.7,16.1,7.14,321.0,,0.0,2070.0
21.0,7.02,7.02,175.0,,0.0,1180.0
111.0,0.0,0.0,0.0,,,16700.0
6.73,8.01,14.7,154.0,,1.6,404.0
4.69,2.35,20.2,122.0,,0.9,310.0
4.59,3.89,20.1,134.0,,1.1,286.0
7.12,3.75,9.36,101.0,,1.9,318.0
8.59,4.43,17.7,141.0,,1.7,355.0
2.67,4.0,22.7,147.0,,0.0,1320.0
9.29,2.86,12.1,121.0,,0.7,593.0
5.04,3.53,19.1,128.0,,1.0,191.0
5.3,1.77,19.4,117.0,,1.4,385.0
4.85,3.08,22.5,137.0,,1.3,383.0
5.49,1.37,25.5,137.0,,0.8,349.0
4.29,3.57,20.7,136.0,,1.4,257.0
7.43,2.6,17.1,123.0,,1.5,335.0
0.0,0.0,83.3,333.0,,0.0,3170.0
0.0,0.0,66.7,333.0,,,5000.0
0.0,0.0,66.7,333.0,,0.0,2830.0
4.81,0.8,17.6,96.0,,1.0,526.0
7.27,2.73,15.8,115.0,,1.2,455.0
6.07,3.74,18.7,131.0,,0.5,458.0
5.79,1.93,11.9,90.0,,1.0,180.0
4.81,0.8,17.6,96.0,,1.0,526.0
5.69,2.44,13.6,100.0,,0.8,263.0
5.77,3.85,22.8,151.0,,1.6,276.0
8.68,2.69,12.0,108.0,,0.9,254.0
7.05,3.85,15.4,125.0,,1.0,224.0
5.16,1.64,16.4,103.0,,0.9,352.0
4.71,1.96,16.9,106.0,,0.8,204.0
9.09,3.41,72.7,364.0,,4.5,909.0
5.65,2.47,13.4,102.0,,0.7,336.0
7.94,4.76,15.9,132.0,,1.6,418.0
16.7,8.33,,250.0,,0.0,5330.0
15.2,11.9,1.32,179.0,,0.7,60.0
12.3,28.1,3.51,316.0,,0.0,1020.0
,28.1,1.75,351.0,,0.0,982.0
12.0,26.0,2.0,300.0,,,800.0
23.8,31.0,4.76,381.0,,0.0,1140.0
16.3,26.1,2.17,304.0,,0.0,620.0
10.3,10.3,27.6,231.0,,2.6,378.0
4.93,13.4,33.8,275.0,,3.5,528.0
4.93,13.4,33.8,275.0,,3.5,528.0
16.1,25.0,1.79,304.0,,0.0,750.0
16.3,26.1,1.09,304.0,,0.0,609.0
17.1,14.5,14.5,197.0,,1.3,316.0
9.62,8.97,27.6,224.0,,1.9,423.0
11.2,13.8,30.0,288.0,,1.2,575.0
9.76,18.3,31.7,329.0,,1.2,402.0
7.08,11.5,28.3,248.0,,2.7,336.0
7.08,11.5,28.3,248.0,,2.7,336.0
7.69,13.5,24.0,250.0,,1.9,519.0
8.57,19.3,27.1,314.0,,2.1,514.0
9.41,12.9,27.1,259.0,,3.5,506.0
10.0,10.0,32.5,250.0,,2.5,675.0
9.41,12.9,27.1,259.0,,3.5,518.0
9.41,12.9,27.1,259.0,,3.5,506.0
20.6,29.4,2.94,353.0,,0.0,1410.0
9.03,7.64,33.3,236.0,,2.8,583.0
9.78,14.1,33.7,304.0,,1.1,424.0
9.09,16.2,27.3,293.0,,1.0,747.0
21.2,27.1,8.24,365.0,,0.0,1480.0
21.4,21.4,10.7,321.0,,0.0,1570.0
12.9,13.4,22.9,260.0,,3.1,322.0
9.41,11.8,30.6,259.0,,1.2,341.0
9.56,13.2,33.1,301.0,,1.5,485.0
9.56,13.2,33.1,301.0,,1.5,485.0
9.56,13.2,33.1,301.0,,1.5,485.0
9.41,11.8,30.6,259.0,,1.2,341.0
11.8,13.2,38.2,324.0,,1.5,662.0
8.24,16.5,29.4,306.0,,1.2,412.0
9.41,11.8,30.6,259.0,,1.2,341.0
19.0,11.9,4.76,210.0,,2.4,1450.0
15.0,26.6,0.0,310.0,,0.0,281.0
7.07,6.01,12.7,134.0,,1.1,276.0
7.07,6.01,12.7,134.0,,1.1,276.0
8.83,7.42,27.6,212.0,,2.1,325.0
3.33,0.83,8.33,54.0,,1.2,329.0
33.3,5.95,4.76,214.0,,0.0,929.0
33.3,5.95,4.76,210.0,,1.8,857.0
33.3,5.95,4.76,214.0,,1.8,857.0
9.52,14.3,66.7,429.0,,1.6,1490.0
9.52,14.3,66.7,429.0,,1.6,1490.0
17.9,23.2,1.79,29.0,,0.0,1040.0
17.9,23.2,1.79,,,0.0,1040.0
21.2,27.1,8.24,365.0,,0.0,1480.0
8.75,23.8,22.5,350.0,,1.2,325.0
6.73,4.81,16.0,135.0,,1.0,276.0
5.88,8.24,5.0,132.0,,0.6,97.0
9.26,12.5,10.6,190.0,,1.9,407.0
5.88,8.24,5.0,132.0,,0.6,97.0
6.76,7.94,12.1,147.0,,1.2,459.0
7.69,2.24,7.69,80.0,,1.6,272.0
33.3,5.0,6.67,200.0,,,967.0
33.3,5.0,10.0,200.0,,,1030.0
7.12,1.53,17.6,115.0,,0.7,295.0
20.9,25.6,2.33,326.0,,0.0,884.0
22.4,25.9,2.35,329.0,,0.0,906.0
3.96,3.08,18.9,119.0,,1.3,247.0
3.8,2.45,19.0,114.0,,1.1,315.0
15.8,29.8,1.75,333.0,,3.5,1090.0
10.6,22.4,20.0,329.0,,1.2,694.0
17.9,19.2,0.0,245.0,,0.0,50.0
14.1,7.65,17.1,194.0,,1.2,559.0
10.0,6.36,31.8,227.0,,0.9,418.0
9.43,30.2,0.0,321.0,,0.0,943.0
12.0,26.0,4.0,280.0,,0.0,860.0
14.1,23.9,4.23,296.0,,0.0,479.0
15.3,21.2,5.88,271.0,,2.4,553.0
12.5,25.0,5.36,304.0,,0.0,804.0
10.8,5.41,11.5,142.0,,2.0,338.0
21.4,1.79,,,,0.0,1140.0
12.3,24.6,1.75,281.0,,,746.0
21.0,14.0,1.75,211.0,,1.8,1090.0
17.9,25.0,1.79,304.0,,,1230.0
17.9,25.0,1.79,,,0.0,1040.0
17.9,25.0,1.79,304.0,,,1230.0
4.29,11.4,11.4,164.0,,2.1,450.0
4.29,7.86,10.0,129.0,,1.4,379.0
7.08,16.8,29.2,292.0,,1.8,381.0
15.2,11.9,0.66,179.0,,0.0,56.0
11.4,5.29,19.4,167.0,,1.8,339.0
7.75,8.45,28.2,218.0,,1.4,380.0
6.67,2.35,14.1,106.0,,2.0,216.0
6.85,4.44,14.1,125.0,,0.8,230.0
10.0,7.5,12.5,160.0,,1.5,385.0
8.24,4.31,9.41,98.0,,3.5,212.0
5.29,16.3,21.2,256.0,,0.9,295.0
5.49,10.6,11.4,165.0,,1.2,216.0
7.04,13.4,17.6,225.0,,1.4,268.0
13.3,13.3,24.8,265.0,,0.9,531.0
4.39,6.12,20.8,147.0,,3.7,231.0
17.9,26.8,0.0,321.0,,0.0,45.0
16.2,18.8,0.0,238.0,,0.0,725.0
3.08,2.64,7.49,66.0,,0.9,251.0
4.0,2.0,6.67,62.0,,1.3,231.0
16.7,22.6,1.19,286.0,,0.0,774.0
16.7,18.8,0.0,250.0,,0.0,1120.0
16.7,22.6,1.19,286.0,,0.0,774.0
0.0,0.0,66.7,333.0,,0.0,5000.0
58.8,4.41,2.94,206.0,,0.0,1000.0
26.8,19.6,8.93,321.0,,0.0,1180.0
18.8,11.6,0.0,179.0,,,76.0
18.6,15.0,0.0,212.0,,0.0,66.0
10.7,3.57,1.79,89.0,,0.0,750.0
20.5,15.2,0.0,232.0,,0.0,54.0
0.82,0.0,0.0,4.0,,0.0,167.0
13.3,2.22,4.44,100.0,,0.0,1090.0
0.42,0.0,0.0,2.0,,0.0,383.0
0.41,0.0,0.41,4.0,,0.0,47.0
39.3,14.3,3.57,321.0,,0.0,1090.0
71.4,7.14,3.57,357.0,,0.0,2500.0
54.4,8.77,1.75,316.0,,0.0,1230.0
6.35,1.59,26.2,143.0,,2.4,222.0
6.43,2.14,20.7,136.0,,0.7,507.0
5.65,2.17,13.5,100.0,,0.9,370.0
7.84,2.35,5.49,75.0,,1.6,227.0
21.1,26.8,7.04,352.0,,0.0,1440.0
8.73,7.54,15.5,167.0,,0.8,349.0
9.41,16.5,23.5,282.0,,1.2,424.0
11.8,11.8,29.4,271.0,,1.2,588.0
7.78,13.3,37.8,300.0,,1.1,633.0
7.78,13.3,37.8,300.0,,1.1,633.0
21.1,26.8,7.04,352.0,,0.0,1440.0
33.3,3.57,4.76,190.0,,,857.0
15.9,24.5,0.0,291.0,,,56.0
10.8,5.41,11.5,142.0,,2.0,338.0
7.31,7.38,26.8,199.0,,3.4,235.0
7.93,6.17,8.81,123.0,,1.3,176.0
10.7,6.43,24.3,200.0,,0.7,471.0
3.52,1.98,4.85,51.0,,0.9,200.0
8.08,10.1,15.2,182.0,,1.0,374.0
4.71,2.06,19.4,115.0,,0.9,329.0
25.6,20.9,9.3,326.0,,0.0,674.0
25.6,20.9,9.3,326.0,,0.0,674.0
21.6,27.0,13.5,378.0,,2.7,1050.0
25.6,20.9,9.3,326.0,,0.0,674.0
0.0,0.0,40.0,200.0,,,17600.0
0.0,0.0,0.0,0.0,,0.0,12000.0
36.4,22.7,0.0,409.0,,,2090.0
20.5,8.93,0.0,170.0,,0.0,54.0
25.6,20.9,9.3,326.0,,0.0,674.0
30.2,25.6,23.3,442.0,,4.7,558.0
20.9,18.6,20.9,349.0,,4.7,791.0
7.49,1.76,21.6,132.0,,2.2,278.0
20.0,17.1,6.43,264.0,,0.0,693.0
17.9,7.14,1.43,143.0,,0.7,343.0
9.56,6.62,28.7,210.0,,1.8,408.0
9.15,7.75,23.9,197.0,,1.4,570.0
6.25,1.95,16.4,109.0,,2.0,277.0
23.5,18.8,5.88,282.0,,0.0,529.0
8.83,6.71,13.8,148.0,,2.1,251.0
17.9,7.14,1.43,143.0,,0.7,343.0
3.96,2.64,7.05,66.0,,1.3,396000.0
3.67,1.22,11.8,73.0,,0.8,306.0
3.67,2.04,5.31,53.0,,0.8,192.0
3.73,0.62,5.39,41.0,,0.8,390.0
3.27,1.22,5.31,45.0,,1.2,273.0
3.57,1.79,,54.0,,1.3,228.0
3.52,1.76,5.95,53.0,,1.3,229.0
16.7,0.0,16.7,167.0,,0.0,15000.0
16.7,16.7,16.7,250.0,,0.0,8500.0
16.7,8.33,16.7,167.0,,,13000.0
22.2,11.1,22.2,333.0,,,3000.0
33.3,16.7,0.0,250.0,,,9670.0
16.7,0.0,16.7,167.0,,,15000.0
0.0,,,,,,
16.7,8.33,16.7,250.0,,0.0,14700.0
16.7,16.7,16.7,250.0,,0.0,9670.0
16.7,0.0,,167.0,,0.0,15000.0
16.7,0.0,16.7,167.0,,,13300.0
16.7,16.7,16.7,250.0,,0.0,14800.0
0.0,8.33,16.7,167.0,,,13000.0
16.7,8.33,16.7,250.0,,0.0,13300.0
16.7,0.0,16.7,167.0,,0.0,13300.0
0.0,8.33,33.3,250.0,,0.0,11200.0
7.67,12.6,32.0,270.0,,3.1,316.0
8.12,6.73,16.0,158.0,,0.9,158.0
57.1,2.32,3.57,286.0,,0.0,1610.0
13.3,23.9,10.6,319.0,,1.8,726.0
14.1,23.5,4.71,282.0,,1.2,718.0
18.8,31.8,3.53,388.0,,0.0,971.0
13.3,23.9,10.6,319.0,,1.8,726.0
16.7,33.3,3.33,400.0,,0.0,1270.0
20.6,32.4,2.35,394.0,,0.0,941.0
14.3,19.6,1.79,250.0,,0.0,875.0
13.2,21.0,2.63,263.0,,,1080.0
9.38,28.1,6.25,312.0,,0.0,1060.0
10.7,28.6,3.57,321.0,,0.0,964.0
12.5,28.1,6.25,344.0,,0.0,1090.0
10.5,23.7,7.89,289.0,,0.0,1320.0
10.7,28.6,3.57,321.0,,,857.0
12.5,28.1,6.25,344.0,,0.0,1090.0
21.4,21.4,0.0,286.0,,0.0,1160.0
15.8,19.3,0.0,246.0,,0.0,684.0
12.5,28.1,6.25,344.0,,0.0,1090.0
11.1,28.9,4.44,333.0,,0.0,978.0
10.7,28.6,3.57,321.0,,,857.0
14.3,21.4,1.79,,,0.0,589.0
10.7,25.0,3.57,286.0,,0.0,1040.0
10.8,27.0,8.11,324.0,,0.0,1240.0
10.7,28.6,10.7,321.0,,0.0,857.0
9.17,8.28,5.59,130.0,,1.3,208.0
5.71,4.29,15.7,129.0,,0.0,207.0
66.7,6.67,20.0,327.0,,20.0,3350.0
2.82,0.85,0.28,20.0,,0.0,35.0
93.3,0.0,0.0,367.0,,0.0,1100.0
16.7,2.08,25.0,208.0,,0.0,1790.0
52.9,5.88,0.0,235.0,,0.0,1240.0
66.7,0.0,20.0,333.0,,6.7,3070.0
66.7,0.0,20.0,333.0,,6.7,3070.0
66.7,0.0,20.0,333.0,,6.7,3070.0
66.7,0.0,20.0,333.0,,6.7,3070.0
3.75,0.0,0.83,19.0,,0.0,62.0
4.17,0.0,0.42,19.0,,0.0,238.0
2.86,0.0,0.41,14.0,,0.0,180.0
4.18,0.0,0.63,19.0,,0.2,150.0
2.86,0.0,0.41,14.0,,0.0,180.0
4.17,0.0,0.42,19.0,,0.0,154.0
6.84,7.13,0.0,37.0,,0.0,71.0
3.67,0.27,0.0,16.0,,0.0,94.0
2.92,0.0,1.25,19.0,,0.0,146.0
2.54,0.0,0.56,17.0,,0.3,35.0
2.86,0.0,0.41,14.0,,0.0,180.0
4.17,0.0,0.42,19.0,,0.0,154.0
4.17,0.21,2.08,33.0,,,188.0
2.86,0.0,0.82,16.0,,0.0,286.0
17.7,20.4,0.0,257.0,,0.0,58.0
17.7,20.4,0.0,257.0,,0.0,58.0
7.7,3.21,75.7,359.0,,2.6,1.0
3.75,0.0,0.0,17.0,,0.0,96.0
15.2,18.8,1.79,241.0,,0.0,661.0
0.0,0.0,25.0,125.0,,,24200.0
0.0,0.0,0.0,0.0,,,26600.0
0.0,0.0,25.0,125.0,,,26000.0
0.0,0.0,25.0,125.0,,0.0,23000.0
0.0,0.0,25.0,125.0,,0.0,25500.0
0.0,0.0,,125.0,,,22800.0
0.0,0.0,25.0,0.0,,0.0,25500.0
0.0,16.7,33.3,333.0,,0.0,15800.0
0.0,0.0,25.0,125.0,,0.0,24000.0
0.0,0.0,25.0,125.0,,,23000.0
0.0,0.0,25.0,125.0,,0.0,23000.0
28.6,0.0,28.6,143.0,,0.0,26900.0
28.6,0.0,28.6,143.0,,0.0,26900.0
0.0,0.0,25.0,250.0,,,19800.0
8.93,7.5,10.7,143.0,,1.4,464.0
9.03,3.23,8.06,103.0,,1.0,216.0
9.12,2.65,25.9,165.0,,0.6,638.0
12.3,28.1,5.26,316.0,,0.0,1050.0
12.3,28.1,5.26,316.0,,0.0,1050.0
12.3,28.1,5.26,316.0,,0.0,1050.0
22.6,4.17,1.19,143.0,,0.0,774.0
8.39,7.72,12.1,148.0,,1.0,279.0
13.9,2.98,14.6,146.0,,0.0,536.0
15.9,25.2,0.0,291.0,,0.0,66.0
15.9,25.2,0.0,291.0,,0.0,66.0
10.7,14.3,12.9,221.0,,0.0,1.0
7.89,14.5,18.4,237.0,,1.3,421.0
35.7,5.36,32.1,321.0,,0.0,714.0
32.1,3.57,17.9,214.0,,0.0,536.0
16.5,21.2,2.35,265.0,,0.0,829.0
2.26,0.75,13.5,75.0,,0.8,654.0
9.73,4.42,7.08,,,0.9,442.0
12.5,26.8,3.57,304.0,,,1020.0
0.42,0.21,0.42,6.0,,,329.0
0.82,0.0,0.41,4.0,,,363.0
0.49,0.0,0.0,2.0,,0.0,258.0
0.83,0.0,0.0,4.0,,0.0,238.0
0.83,0.0,0.42,4.0,,0.0,371.0
8.33,0.0,16.7,125.0,,0.0,4000.0
1.67,0.0,0.42,8.0,,0.0,238.0
0.83,0.0,0.42,4.0,,0.0,371.0
1.22,0.0,0.82,8.0,,0.0,363.0
0.83,0.0,0.0,4.0,,0.0,58.0
0.82,0.0,0.41,6.0,,0.0,327.0
1.25,0.0,0.42,6.0,,0.0,333.0
0.83,0.0,0.42,4.0,,0.0,371.0
0.83,0.21,0.42,6.0,,0.0,333.0
0.83,0.0,0.0,4.0,,0.0,371.0
0.42,0.0,0.42,4.0,,0.0,342.0
0.42,0.0,0.42,4.0,,0.0,342.0
0.83,0.0,0.42,4.0,,0.0,371.0
8.33,8.33,16.7,167.0,,,6420.0
1.25,0.0,0.42,6.0,,,167.0
0.82,0.0,0.0,4.0,,0.0,339.0
1.25,0.0,0.42,6.0,,0.0,371.0
0.82,0.0,0.0,4.0,,0.0,306.0
0.42,0.0,0.42,4.0,,0.0,342.0
0.82,0.0,0.0,4.0,,0.0,339.0
0.83,0.0,0.42,4.0,,0.0,371.0
0.83,0.0,0.42,4.0,,,371.0
0.97,0.0,0.24,5.0,,0.0,0.0
1.46,0.0,0.24,7.0,,0.0,336.0
0.51,0.0,0.25,3.0,,0.0,275.0
0.83,0.21,0.42,6.0,,0.0,167.0
0.82,0.0,0.0,4.0,,0.0,339.0
0.83,0.0,0.0,4.0,,0.0,338.0
0.83,0.0,0.0,4.0,,0.0,171.0
0.83,0.0,0.0,4.0,,0.0,333.0
0.97,0.0,0.24,5.0,,0.0,336.0
0.83,0.0,0.0,4.0,,0.0,342.0
0.42,0.0,0.42,4.0,,0.0,292.0
0.83,0.0,0.42,4.0,,,212.0
0.83,0.0,0.0,4.0,,0.0,350.0
0.83,0.0,0.0,4.0,,0.0,321.0
0.97,0.0,0.24,5.0,,0.0,336.0
0.82,,0.41,4.0,,,355.0
1.25,0.0,0.42,6.0,,0.0,31.0
0.83,0.0,0.0,4.0,,0.0,338.0
1.22,0.41,0.0,8.0,,0.0,347.0
0.82,0.0,0.0,4.0,,0.0,339.0
1.67,0.0,0.42,8.0,,0.0,58.0
0.82,,,4.0,,,339.0
0.82,0.0,0.0,4.0,,0.0,347.0
0.89,0.0,0.0,4.0,,,480.0
0.82,0.0,0.0,4.0,,0.0,339.0
0.83,0.0,0.42,4.0,,0.0,56.0
0.83,0.0,0.0,4.0,,0.0,346.0
0.82,0.0,0.0,4.0,,0.0,339.0
0.83,0.0,0.42,4.0,,0.0,358.0
0.83,0.0,0.0,6.0,,0.0,154.0
0.83,0.0,0.0,4.0,,0.0,342.0
0.82,0.0,0.0,4.0,,0.0,339.0
1.67,0.0,0.0,6.0,,0.0,412.0
0.82,0.0,0.0,4.0,,0.0,167.0
0.82,0.0,0.0,4.0,,0.0,339.0
0.42,0.0,0.42,4.0,,0.0,292.0
0.82,,,4.0,,,339.0
0.97,0.0,0.24,5.0,,,165.0
0.83,0.0,0.0,4.0,,,333.0
1.67,0.0,0.42,8.0,,0.0,58.0
0.83,0.0,0.0,4.0,,0.0,238.0
0.83,0.0,0.0,4.0,,0.0,342.0
0.97,0.0,0.24,5.0,,,333.0
0.83,0.0,0.0,4.0,,0.0,338.0
0.83,0.0,0.0,4.0,,0.0,338.0
1.25,0.0,0.42,6.0,,0.0,329.0
0.83,0.0,0.0,4.0,,0.0,333.0
0.42,0.0,0.42,4.0,,0.0,342.0
10.9,2.46,28.1,178.0,,0.8,224.0
10.9,2.46,28.1,178.0,,0.8,224.0
10.0,6.47,21.8,182.0,,0.6,400.0
10.7,6.43,24.3,200.0,,1.4,500.0
6.78,5.15,15.4,138.0,,,
4.71,0.78,19.6,110.0,,1.2,361.0
3.35,2.39,25.8,139.0,,1.4,435.0
6.36,3.89,14.5,120.0,,0.4,208.0
4.71,3.14,14.5,106.0,,0.8,271.0
10.7,28.6,1.79,304.0,,0.0,1140.0
12.5,28.6,1.79,304.0,,0.0,982.0
10.7,28.6,1.79,304.0,,0.0,1140.0
10.5,26.3,3.51,298.0,,0.0,982.0
12.5,28.6,1.79,304.0,,0.0,982.0
12.5,28.6,1.79,304.0,,0.0,982.0
11.3,28.3,5.66,321.0,,0.0,925.0
8.77,2.63,57.9,298.0,,1.8,579.0
10.0,28.0,10.0,340.0,,0.0,1180.0
10.6,11.3,21.8,254.0,,0.7,486.0
17.1,19.7,0.0,250.0,,0.0,66.0
15.3,24.7,0.0,294.0,,0.0,65.0
15.9,24.8,0.0,292.0,,0.0,66.0
20.0,22.4,1.18,294.0,,0.0,318.0
16.8,11.5,1.76,176.0,,0.0,626.0
17.2,25.2,0.66,298.0,,0.0,238.0
20.5,15.2,0.0,214.0,,,67.0
20.4,22.1,0.88,292.0,,0.0,327.0
17.7,18.6,0.0,239.0,,0.0,62.0
18.6,15.0,0.0,212.0,,0.0,66.0
11.1,1.85,70.4,333.0,,7.4,1850.0
16.5,11.8,7.06,200.0,,0.0,529.0
22.3,6.25,0.0,143.0,,0.0,45.0
0.0,0.0,100.0,0.0,,,8400.0
8.45,11.3,30.3,254.0,,3.5,373.0
5.21,4.6,8.28,95.0,,0.9,291.0
11.4,17.4,24.4,300.0,,1.8,617.0
15.6,20.0,2.22,244.0,,0.0,978.0
16.7,25.4,1.75,307.0,,0.0,816.0
19.6,26.8,3.57,339.0,,0.0,616.0
20.5,27.7,2.68,348.0,,0.0,643.0
9.68,3.23,67.7,355.0,,3.2,2390.0
13.3,15.6,20.3,273.0,,1.6,516.0
11.5,16.2,33.3,365.0,,3.1,
1.67,0.0,5.0,25.0,,0.0,333.0
12.3,14.0,6.14,197.0,,1.8,535.0
8.92,9.29,6.69,145.0,,1.9,368.0
7.08,11.5,33.6,265.0,,3.5,469.0
6.34,5.63,10.6,116.0,,1.4,137.0
6.53,5.31,8.57,106.0,,2.4,322.0
52.6,7.89,21.0,368.0,,5.3,4260.0
52.6,7.89,21.0,368.0,,5.3,4260.0
9.88,4.41,8.21,113.0,,2.1,168.0
9.88,4.41,8.21,113.0,,2.1,168.0
8.07,2.67,9.47,93.0,,2.7,158.0
6.07,2.83,10.1,89.0,,2.4,227.0
6.53,5.31,8.57,102.0,,3.3,282.0
7.49,5.73,10.6,123.0,,2.6,401.0
6.12,5.71,9.39,114.0,,3.7,257.0
6.64,3.1,7.96,88.0,,2.7,420.0
6.64,3.1,7.96,88.0,,2.7,420.0
6.64,3.1,7.96,88.0,,2.7,420.0
8.98,4.08,10.2,131.0,,2.9,404.0
7.45,5.49,10.6,118.0,,2.7,384.0
5.26,3.64,12.2,101.0,,2.8,364.0
7.88,6.22,9.96,129.0,,3.3,282.0
7.05,9.25,8.37,141.0,,2.2,617.0
7.76,4.49,7.76,106.0,,2.9,424.0
8.98,4.08,9.39,110.0,,2.4,494.0
7.35,4.49,8.98,106.0,,2.4,343.0
7.05,5.95,9.91,112.0,,2.6,328.0
13.2,5.79,19.8,198.0,,5.0,632.0
10.1,11.0,5.73,167.0,,1.3,436.0
14.4,23.1,6.94,289.0,,4.6,497.0
6.27,2.35,9.41,86.0,,2.0,216.0
17.6,9.41,2.35,165.0,,0.0,624.0
19.6,14.3,1.79,214.0,,0.0,500.0
20.5,8.93,1.79,170.0,,0.0,500.0
20.5,9.82,0.0,170.0,,0.0,49.0
10.0,40.0,5.71,414.0,,0.0,814.0
10.0,40.0,5.71,414.0,,0.0,814.0
8.57,35.7,7.14,371.0,,1.4,929.0
10.0,42.9,4.29,443.0,,0.0,871.0
10.0,40.0,5.71,414.0,,0.0,814.0
16.1,21.4,3.57,286.0,,1.8,625.0
17.6,9.41,2.35,165.0,,0.0,624.0
10.0,40.0,5.71,414.0,,0.0,814.0
8.45,35.2,7.04,366.0,,2.8,930.0
8.57,35.7,7.14,371.0,,1.4,929.0
13.2,19.2,0.0,225.0,,,63.0
16.2,21.0,0.0,254.0,,0.0,53.0
15.7,19.0,1.31,242.0,,0.0,222.0
15.2,17.2,1.32,225.0,,,53.0
21.2,5.31,0.0,133.0,,0.0,80.0
17.6,22.4,0.0,271.0,,,59.0
15.8,24.6,0.0,298.0,,0.0,70.0
16.1,14.3,0.0,196.0,,,277.0
30.4,6.25,0.0,179.0,,,321.0
8.81,9.94,3.79,141.0,,0.7,221.0
13.2,9.95,24.6,237.0,,4.2,408.0
13.2,9.95,24.6,237.0,,4.2,408.0
4.21,15.3,20.5,232.0,,0.5,342.0
10.7,28.6,5.36,304.0,,0.0,857.0
9.46,17.6,24.3,284.0,,1.4,649.0
7.92,17.8,12.9,243.0,,0.0,208.0
12.5,26.8,3.57,304.0,,0.0,1210.0
10.5,28.1,1.75,298.0,,0.0,1140.0
12.3,24.6,0.0,277.0,,0.0,846.0
14.0,28.0,4.0,340.0,,0.0,1080.0
11.7,30.0,3.33,333.0,,0.0,883.0
14.0,26.0,2.0,320.0,,0.0,1160.0
12.5,22.9,4.17,250.0,,,812.0
0.0,0.0,28.6,143.0,,,24600.0
10.0,0.0,30.0,150.0,,,5200.0
0.83,0.0,0.0,,,0.0,342.0
